DESCRIPTIONS,severity,severity_score
"Please Complete Work as Per System. Those files are not be in used so those files has been  filtered successfully from erp and the next process is deletion.""",,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Please Complete Work as Per System. PFA for SL code and gl code which they are showing in subledger report but some sl bills showing some sl bills are not showing  there was some changes for gl code of Sub ledger if any issues raise after gl changes pls resolve if there is no issues after gl change than pls resolve the sub ledger report,,35
"Please Complete Work as Per System. IP - IP/25-26/1398, product sku - 833 batch showing blank but batch wise stock report showing batch - F1/G/25-26/39 pls update in tha transaction of item production ",,35
Please Complete Work as Per System. Supplier Bill save karne pe debit amt and credit amt should be equal aata hai     ,,50
"In Sub- Ledger Report , Doc. No. - SBMRN/25-26/1346 , Amount not Showing ,Its showing Zero. But in Supplier Bill amount Showing. Please Check and  resolve it.",,50
While doing actul of ticket there is found error kindly resolve this as soon as possible,,80
Please Complete Work as Per System.HRMS API (WEBHOOK),,50
Please Complete Work as Per System.  Inward Doc no. IN/25-26/144    is inward note me alt. receive qty alag hai jab ki wo same hone chaheye the receive qty jitni.  or ye kabhi kabhi he issue aati hai ki refresh button ko click karne ke bad wo same ho jate the jitna receive qty hai utna he alt receive qty aa jata tha     Inward Note me jitne items hai sab items ki  Jitni Receive QTY hai utna he Alt. Receive QTY rakhna jo ki 2 hai ,,50
Please Complete Work as Per System. Item master ke dashboard me s group ka pop up show nhi kar raha hai aur usi time item master create new karte hai toh create new page pe pop up show kar raha hai PFA,,50
"In Store Issue return , We are not able to Return of these two store Issue (DOC No. - IWR/25-26/284,IWR/25-26/321)",,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Supplier bill ke andar discount change kr sake. Discount colum editible ho take me use direct change kr saku.,,35
Please Complete Work as Per System. Sekhani REN Ahmedabad Visit,,50
Please Complete Work as Per System. Sekhani REN Ahmedabad Visit,,50
Please Complete Work as Per System. Sekhani REN Ahmedabad Visit,,50
Please Complete Work as Per System. Sekhani REN Ahmedabad Visit,,50
"In Inspection Data was not showing due to UOM conversion Please check and Solve this(Inspection No. - 201817052 , 201817051, 201817053). Excel data was given as per Your requirement.",,50
Please Complete Work as Per System.  for example item production -  IP/25-26/1398 isme main product ka  batch blank update hora hai aur inventory reports me batch show kar raha hai pls resolve as soon as possible user transaction ko update nhi kar raha hai,,35
"Please Complete Work as Per System. as per discussed with ram sir i create this ticket As soon as I open the sales invoice form, it's getting  logs out multiple time ",,50
maintenance report not working kindly check and resolve,,90
"In Sales Invoice No. -GST/25-26/734  , Please Remove Transaporter Id - FFYYU3258852555 . It should be show Blank. Please Correct it.",,50
Please update HSN 481910 instead of 48191010 @Vipin (ERP),,35
"Please Complete Work as Per System.  If I add material in the 'Store Issue Form' without adding material in the material tab and then save it, the material is saved with a spelling error as 'materila",,80
Please Complete Work as Per System. The system should capture and display the complete history of form usage. It must clearly show:  Which user turned a form ON (enabled/activated) and the exact date & time.  Which form was enabled.  Which user turned a form OFF (disabled/cut) and the exact date & time.  A proper log or report should be maintained for auditing purposes.,,50
"as per our telephonic conversation, Please Do the needful. @Vipin (ERP)",,50
Please Complete Work as Per System. Last 10 minutes se aaise show kar rha hai.. check attachment,,50
"Please Complete Work as Per System. CUSTOMER MASTER FORM PE EK CHECKBOX ADD KARNA HAI CHECKBOX NAME   Allow Unique Party Invoice No CHECKBOX KA DATA SAVE , UPDATA AND APPROVE HOGA. WBS Link - https://docs.google.com/spreadsheets/d/1pz5FNnPQ6gDnfe_S0o2yQ7f-ihS4uKhx/edit?gid=559694254#gid=559…",,35
Please Complete Work as Per System. Item production Doc. No. IP/25-26/1447 and Batch No. PVRB/25-26/269  SKU- 834 isami duplicacy ho gai hai stock 8.019 honi chaheye thi jab ki wo 16.038 ho gai hai ,,50
"Please Complete Work as Per System. Control Plan Id-CP/24-25/1/A0015, CP/24-25/2/A0015  isme in sab ka naam add karna hai or jiti purani ticket hai unme bhi inka naam aana chahiye..(Hemlata ST083 For Development And Testing,  Kiran ST086 For Development,  Adarsh ST084 For Development,  Manjesh Kumar ST085 For Development,  Ajit Kumar ST087 For Development),",,35
"In Inspection there are 6 entries in which Item Details are not Showing(Inspection Doc. No. - 201817075, 201817056, 201817055,201817023,201817003,201817002). Please Check and Resolve. Full transaction details are given in attach excel Sheet.",,50
"In Bank Payment Voucher (Doc. No. - BPV/25-26/901) , in Knock off tab , Rs. 46 showing in debit side , but it should show in Credit side  as shown in attachment. Please check and resolve.",,50
"Please Complete Work as Per System. PFA  When you log in, the data in the TMS dashboard should appear only after clicking the Get Data command, both in Grid and List view. Until the user clicks Get Data, no data should be displayed. ",,50
"I have mistakenly entered today's date in the Sales Invoice Against Delivery Note, whereas we have to enter the previous date. Plus AllowPlease Complete Work as Per System.",,50
"Please Complete Work as Per System. All the items purchased from Sekhani will have a spool ID, and for each item that has a spool ID, that ID needs to be updated in their SKU.",,35
"Please Complete Work as Per System. We need a concept to allow creating duplicate items in the Item Master, similar to how duplication works in the Item BOM. In this, the SKU and display name should remain unique in item master",,50
"Please Complete Work as Per System.  In the Sales Quotation, the item details header needs to be fixed. Please find attached (PFA).",,50
Please Complete Work as Per System.  Inward Note No. IN/25-26/152 in this data not showing correctly   Item gate in out doc no. SR/GE/25-26/129  Bill qty and receive qty 4500 store is SEKHANI RENEWABLES  Inward type With PO,,50
"Please Complete Work as Per System. In the Question Bank, we need to check what issue occurs when we select Short Answer Type in the Answer. Also, in the Courses  why are we unable to write Short Answer in the Answer field even though we have selected the Short Answer option And why are we not able to attach a file in Courses.",,80
Please Complete Work as Per System. A new design for ITEM PRODUCTION has to be made.,,50
Please Complete Work as Per System. item production ki tarah duplicate form bnega jiska naam hoga QC.,,50
Please Complete Work as Per System. Sale Quotation Form me Deactive Customer ko change kar k active customer add krna hai..please download attachment sheet.. ,,90
Please Complete Work as Per System.  Sari Old Ticket Pe kavya ka naam add karna hai...  Emp Name Kavya   Emp Code ST082,,35
"In FINANCE CREDIT NOTE , Voucher Type - FCN SALES , when we save data showing Pop Up Doc. No. and Save Successfully as mentioned in Attachment but data not saved. We have tried many times but save problem Coming.",,50
"In supplier Bill , Doc. No. - SBMRN/25-26/1544 , GST rate is not Picking According to MRN. We have change the GST rate In MRN manually.  In Supplier Bill , GST rate should consider through MRN. Please Check and Resolve.",,35
"Please Complete Work as Per System. I have attached a file, and I want the names in it to be removed.""",,50
"Please Complete Work as Per System.  2.Make Compulsory to Put GST Type in Customer Master. 3.Put One Column (Column Name - GST Effective From )in Customer Master and also make other changes as mention in excel Sheet in Yellow Colour. In GSTR1- SUMMARY FOR B2B , Change Report Name to GSTR1 - Outward Supplies, and also make changes as mention in excel Sheet in Yellow Colour.",,35
"Please Complete Work as Per System.  2.Make Compulsory to Put GST Type in Customer Master. 3.Put One Column (Column Name - GST Effective From )in Customer Master and also make other changes as mention in excel Sheet in Yellow Colour. In GSTR1- SUMMARY FOR B2B , Change Report Name to GSTR1 - Outward Supplies, and also make changes as mention in excel Sheet in Yellow Colour.",,35
Please Complete Work as Per System.  1. Make Compulsory to put GST Type in Supplier Master. 2. Add one Column in Supplier Master (Column Name - GST Effective From ) and also make other changes as mention in excel Sheet in Yellow Colour. ,,35
"In MATERIAL RECEIPT NOTE(MRN) , MRN No. - 201817030 we are not able to approve data pop showing mis- match in Qty as mentioned in attachment.",,50
"In REPORT OF NFS , Balance Sheet of FY 24-25 format of Data showing Wrong Doc. No. -  FS/24-25/4. It's Not Showing According to NFS setup.",,50
"Please Complete Work as Per System. Delivery note - DNSO/25-26/1377, sales invoice me ye delivery note number nhi aara hai party name - SRI Gotec india Pvt ltd  severity score - 94",90.0,50
Please Complete Work as Per System. Supplier order creating with Purchase requisition and PR pop up data showing only 9 records and there is an exception - GetPurchaseRequisitionItemDetails ,,80
not able to create supplier order because its showing only today purchase requisition not previous data,,50
Please Complete Work as Per System.  supplier quotation comparison me 1 items ki multiple entries dikhai de rahi hai     ismai ky ho raha hai jaise ki mera koi supplier quotation hai same item 7 bar hai tho wo ky karta hai supplier quotation comparison me 7*7 ho jata hai jo ki 49 items dikha data hai ,,50
"Please Complete Work as Per System. On the KK Metals website main page, I need to add 'https://www.kkmetals.com/ssds/1  '. Its URL will be this.",,35
not able to download  in item master  search all items report pls resolve the issue and provide me report of all items,,90
"In Sales Register Report , Doc. No. - GST/25-26/760 Dated :26/09/2025 showing Upproved but in Sales Invoice Against Delivery Note showing Approved entry as shown in attachment. Please Check and Resolve.",,50
We have one senario  in Supplier Bill and want a solution for this.Senario is mentioned in attachment.,,50
"Please Complete Work as Per System. On the leads form grid dashboard, IVR call functionality is required.",,50
"Please Complete Work as Per System. On the leads form grid dashboard, IVR call functionality along with WhatsApp functionality is also required.",,50
Please Complete Work as Per System. PFA and remove the online view,,50
"In Pricelist data not showing , pricelist id :-20235 , Name :- test 2 kindly backup data of 28 sep-2025",,50
Please Complete Work as Per System.  Employee Code-EMP138   Employee Name-RAUSHAN KUMAR INDRADEV    Employee Code-EMP140  Employee Name-VISHAL HASMUKHBHAI    Employee Code-EMP144  Employee Name-HETRAM MAKUNDI  in tino employee ka data jab employee master k form pe  open kar rhe hai kisi bhi case me save edit or approve me toh loader ghum rha hai  or open nhi ho rha hai,,50
Please Kindly plan the checklist to employees as per given excel. From Date 01-10-2025 - To 31-10-2025 If there is any query kindly let me know. please Work as Per System.,,50
Please Complete Work as Per System.  Login time Slow performance. I gave check 5mb data is downloaded at time of login    Start 670mb end 675mb,,90
Please Complete Work as Per System. Sale Invoice - PEPL/25-26/410 Invoice date - 01/10/2025 change to 30/09/2025 and pls hold the ticket - GEN/24-25/915 and after change the invoice date you can continue your pending works,,35
"In Bank Receipt Voucher, we are not able to Save data due to Pop up coming Knock off amount and Debit amount not equal as shown in attachment due to round off. Please check and resolve.",,50
"Create Camera vision model for person detection  1.Enroll Person- through Web Application.  2.Train Model- - through Web Application.  3.Detect Enroll person  as Name Date Time  4.Detect  Unknow person who is not enroll in my application.  5.Detected Data should be Dave in Database    Column Name-   ClientId,PersonName,Location,Date Time ",,50
Create A Database in PostgreSQL and API to store data from Camera Vision Application ,,50
"In Batch Wise Stock 1, SGroup - Raw Material , Closing Stock Qty and Alt. Closing Stock Qty showing Different even Alter UOM is same which is Kg. Example of SKU - 282706, 303858,332495.",,50
Please Complete Work as Per System.  Please Unfreeze this Payperiod    Payperiod code- 0725  (JULY 2025 ),,50
Please Complete Work as Per System. Create Ticket k time live par jab hum contact person select karte hai toh data aane me thoda time lagta hai,,50
"In checklist template when we are editing the response there is one field which we are updating named ""Placeholder Label"" after filling that field we are updating it but it is not updating.    In Scheduler configuration checklists are not showing.  Example : CLCode : CL-69  ",,50
Please Complete Work as Per System.  PFA for last update opening stock of B4Wazirpur store stock but now in stock reports data are missing pls check and update for other store too. severity score - 94,94.0,35
Please Change Bom SRNO- 20182699 Deactive To IsActive.  ,,35
Please Complete Work as Per System.   Discount column of supplier bill should be enable  with impact. ,,50
"Need to have rows freezeed while updating  / creating all modules, like Qoutation, Order, Delivery, etc",,50
Need to attachment option in Sales Order Amendment Form.,,50
"Please Complete Work as Per System. In the delivery note, when we select stock and filter the batches, the previously selected batches get unchecked — this should not happen.",,50
When we create Sales Quotation and at that time we Enter Client Requirement.     After that we create Sales order against Sales Quotation at that time Client Requirement showing correctly.    After approve the Sales order against Sales Quotation than Client Requirement is showing not properly.    FYR I've attached 3 Screen shot for better under standing the problem.,,50
In Item Production when I am selecting WC(A0811/03) And Selecting Plan (VVE-457) then consumption details showing but Production details not showing.,,50
"In Account Module , there are many reports in GSTR1 but we also want a summarized report as given in attachment.",,50
"Requesting that all amount columns in every report should display values with commas ( , )    For example :- 1,000 instead of 1000",,35
Please Complete Work as Per System. Data upload of Maitri Texfab  in ERP,,50
Please Complete Work as Per System. Shows Debit Credit error     Supplier order no - PO/25-26/86 & 90  MRN No - MRN/25-26/156 & 160  Party invoice no - Inv/BR/25/09/08 & Inv/BR/25/10/02  party invoice date - 22/09/2025 & 03/10/2025  GL code - GL053,,80
Need to have Satus report for end to end complete sales / billing process. From Quotation to Invoicing,,50
Need to Serial Number along line items in all modules,,50
"Increase the lines to 500 in all modules, so that if required we can fill maximum SKU's for order",,50
"Please Complete Work as Per System. In Sheet 1, update the opening only for those items that have data in the “Actual Data” column.  In the “Addition” sheet, update the opening stock for those batches and SKUs whose stock was zero earlier. PFA update user name - superadmin",,35
"In Delivery Schedule Against SO/SOA  Customer Name (Vulcan Electro Control Limited) And SO/SOA No.(OSO/22-23/117,123,136) Not Showing. All Sales Order Already Created And Approve and Open in Sale Order. Kindly Solve This issue.",,50
"Please Complete Work as Per System. Hide customer name in Sekhani Renewable's production plan print, even if customer name is selected in the production plan.",,50
In Journal Voucher we need supplier/customer name and Invoice Number.    FYR I've attached screen shot for your better under standing.,,50
Please Complete Work as Per System.  In auditor dashboard while creating a NC there are two fields  Auditing Guidelines Details and Non Conformity description remove word limits from these fields.,,50
"In the SO Status Customer-wise Report, we need to include the following additional details:    1) Sales Order Number  2) Sales Order Date",,35
"Please Complete Work as Per System.  please add WC code, WC Name, and Remarks Column in Production Plan Print template     Tester Name: Guddu  Alternate Tester: Prakash, Vipin",,35
Please Complete Work as Per System.  Do it on Urgent bases   Employee name - Kiran  Department- Quality  Designation- Quality  Executive  Module - Store  Pages- ITEM MASTER  only View permission and  STORE REQUISITION with full access    Permission assign karte time Record has been canceled already show karta hai ,,50
"Please Complete Work as Per System. Supplier bill - PI/25-26/121, there is a loader running on edit, view, approval, and other bill is running properly pls check why loader is running on this bill no. severity score - 90",94.0,50
"Please Complete Work as Per System. Party Name-GREW ENERGY PRIVATE LIMITED,  Party Code-SR-C-013  Sale Bill No-SI/25-26/18  FCN Sale Voucher me Knock off k time pe details nhi aa rhi hai.. Tester Name  Hemlata AlterNet Vipin,Guddu         ",,50
"Please complete the work as per the system. When approving Delivery Note - DN/25-26/47, the message “stock combination does not match” appears. For these items, no matching batch-wise combination was found.  For SKU - SG127A, the stock is being deducted from batch OPBAL310725/128, even though there is more stock available than the dispatch quantity. If there is any duplicate combination, please remove it. severity score - 90",90.0,50
"Please Complete Work as Per System. (1) Create ticket open karne pe kafi buffring leta hai form     (2) create ticket me search all karne me dashboard pe jab sara data load ho jane k baad bhi jab koi 1 ticket open karte hai toh tab bhi kafi time tak loader ghumta rheta hai.    (3) create ticket karte time jab user koi bhi column me data put krta hai toh by default user ko data put karne ka suggestion deta hai wo column blue ho jata hai, toh user usko",,50
"Please Complete Work as Per System. PFA GL Code - GL009, SL code - SR-C-013 customer ageing outstanding invoice wise me is customer  se search kar rahe hai to  JV ki bill no - VA/25-26/200, VA/25-26/162, VA/25-26/162, isme jv me supplier selected but customer agening m ku show kar raha hai severity score - 90",90.0,50
Please Complete Work as Per System.  WBS Sheet- https://docs.google.com/spreadsheets/d/1LSmPbUHgZbsQyd4V_vTRXLLkDarLfDArWkcqTZY7Xps/edit?gid=142734…,,50
Please Complete Work as Per System. Notification Bell Icon not working ,,90
"Please complete the work as per the system. In the Sales Quotation, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the SE No. column, which will show the serial numbering of the item rows. Tester - Prakash, Alt - guddu",,35
"Please complete the work as per the system. In the Sales Quotation Amendment, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the SQ No. column, which will show the serial numbering of the item rows. Tester - Prakash Alt - Guddu, Vipin",,35
"Please complete the work as per the system. In the Sales order against sales quotation, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the SQ/SQA No. column, which will show the serial numbering of the item rows. Tester - Prakash, Alt - Guddu, Vipin",,35
"Please complete the work as per the system. In the Sales Order Amendment against Sales Orde, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the (Item Code) column, which will show the serial numbering of the item rows. Tester - Prakash, Alt - Guddu, Vipin",,35
"Please complete the work as per the system. In the Sales Invoice Against delivery note, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the (Delivery Note No.) column, which will show the serial numbering of the item rows. Tester - Prakash, alt - Guddu, Vipin reference ticket -GEN/24-25/945, GEN/24-25/935",,35
"Please complete the work as per the system. In the Sales Return SR, the item selection header should be fixed — it should not move upward while scrolling. Also, a new column named ""Serial No."" should be added to the left side of the (Item Code) column, which will show the serial numbering of the item rows. Tester - Prakash, Alt - Guddu , Vipin reference ticket - GEN/24-25/945, GEN/24-25/935 ",,35
Please Complete Work as Per System.  The customization settings section needs to be made into one file and add in the theme layout.,,35
"Please complete the work as per the system. In the Item Master, the HSN SAC Code and HSN Code must be exactly the same for the item to be saved or updated.  For example:  1.HSN SAC Code: 123 and HSN Code: 123 → ✅ Correct  2.HSN SAC Code: 123ab and HSN Code: 123AB → ❌ Incorrect  3.HSN SAC Code: ABC and HSN Code: XYZ → ❌ Incorrect  4.HSN SAC Code: 123ab and HSN Code: 123ab → ✅ Correct. Tester - Prakash, Guddu, Alt - Vipin",,35
"While assigning or updating permissions in the Assign Permission section of the HRMS module, a popup message appears stating — “Record has been canceled already.”",,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Please Complete Work as Per System. Import employee profile from ERP to essl device,,50
Please Complete Work as Per System.  Invoice no. PEPL/25-26/441 ismai state code NULL pada hai  ismai put kar do  State code 37  ,,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Please Complete Work as Per System. Please Remove permission of HRMS module   Emp code- 71820 ,,50
NOT ABLE  TO CREATED INWARD AGAINST THIS GE/25-26/1952 AND GE/25-26/1951.THE  PO NO.PO/25-26/500/A003 PLS RESOLVE THIS,,50
"Please Complete Work as Per System.  as per requirement pls fix the delivery note item details header reference ticket no - GEN/24-25/945, GEN/24-25/935, of client tickets and also share the wbs Tester - Prakash, Guddu Alt - Vipin",,50
Please Complete Work as Per System.  Data is loading very slowly in the live environment,,60
"Please Complete Work as Per System. Facing issue while amending Item BOM MFG. System prompting to approve record first, despite Item BOM being already approved.",,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Please Complete Work as Per System. Store 'Sanchay Tech' in Store Master is deactivated with approved status. Requirement is to move it to edit mode and make it active again.,,50
NOT ABLE TO DO ATTACHMENT IN ANY GATE ENTRY PROPERLY ,,50
Please Complete Work as Per System. Assets module is not showing in assign permission may this module is deactive pls active the module so we can assign the permission for assets module,,50
"Please Complete Work as Per System. PFA for sale invoice print 1. Sales Invoice Amount 2. Template for sale invoice without ship to name domestic. 3. Sale invoice Domestic without contact number, The client wants all three prints with the e-way bill template merged, and all three prints should include the PO number, container number, and seal number. Tester - Vipin, Alt Prakash, Guddu ",,50
"Please Complete Work as Per System. Pls add new column name - PO Number in left side of container number. And the PO number column will be for manual data entry and will not be mandatory, same as the container number. Tester - Vipin, Alt - Prakash, Guddu  ",,35
"Please Complete Work as Per System. Pls provide closing stock  From Date - 01.04.2024 , To Date - 31.03.2025 , All SGroup , Closing Stock - All",,50
"We asre not able to do Store Issue Return aginst Store Issue Doc. No. - IWR/25-26/294, IWR/25-26/237,IWR/25-26/291 may be due to  Issue To is not mention in Store Issue no. Please Put Name  MR. SANDEEP  So That we Can do Store Issue Return.",,50
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
"Please Complete Work as Per System. Pls change the gate entry Date to 01/09/2025  Gate entry DOC . GE/25-26/12  Party Name - EFAM AFISA BOSQUES DEL URUGUAY 3 REC  Approved by shashi sir   Tester Guddu   Alt Tester Praksah, Vipin",,35
Please Complete Work as Per System.  sale invoice me edit button open karna hai after approval kuch time ke liye   change request by. Ankit    tester- Guddu  Alt. tester- Prakash Vipin,,35
Please Complete Work as Per System. Iteam ka Inspection ho chuka hai but jab uska Inspection no MRN form me get kar rhe hai toh data nhi aa rha hai Exceptions de rha hai..  Inspection No 2024105  ,,80
In  On account amount Rs 92.00 Wrongly Showing with Rama Engineering works but in vendor ageing bill wise report not showing. Please Check and Resolved it.,,50
"Please Complete Work as Per System. Need Data of FY 2021-22 and FY 2022-23 of MRN REGITER PO  Requested by Shankar lal ji   Tester- Guddu   alt tester- Prakash, Vipin  ",,35
Please Complete Work as Per System. Customer Code should be auto generated,,50
Please Complete Work as Per System. Customer PO no. Remove as mandatory field in sales order Against sales quotation,,50
"Please Complete Work as Per System.  How to show how many delivery notes have been created for each sales order — currently, it’s not clear how many orders have their delivery notes generated and how many sales invoices have been made.    For example, the **sales flow should work like purchase tracking**, where you can easily see the linkage and status of:  **Sales Order → Delivery Note → Sales Invoice.**  ",,50
"Please Complete Work as Per System. In the Delivery Note, there should be a **“Status” column** that shows whether each entry is **Open** or **Closed**.  ",,50
"Please Complete Work as Per System. After searching data in the Delivery Note, when a user views any record and then closes it, the page returns to the main screen, and the user has to search again.  ",,50
"Please Complete Work as Per System. While saving data in Sales Order form, a popup message is displaying 'Please enter rate in Material Tab of row 2', even though the data is filled correctly. System is not allowing to save the data.  ",,50
"Please Complete Work as Per System.  Billing/Shipping Address should be the same from Sales Quotation to Invoicing, but it should be editable if there is a need for any changes. ",,35
If Supplier is GST Registered then PO must contain GST Rate and amount in Supplier Bill and if supplier is Unregisterd then GST Rate and amount will became Ineligible.,,50
In Journal Voucher make Complusory to put  GST Impact Tab Detail if Accounting Tab contains any GL related to GST.,,50
"In Supplier Bill, If a user starts creating a voucher and enters Voucher Date, the system should validate these dates immediately and restrict further processing if there’s any issue(Eg. Doc Date Out of Range from Financial Year Period). This will help save the user’s time by preventing errors at an early stage.",,80
"In Journal Voucher , Doc. No. - JV/25-26/1244 , Accounting Tab Data not showing. Plaese Check and Resolve.",,50
"We are not able to download ON Account Report - All Supplier , From Date 01.04.2025 to 31.03.2026.",,90
Please Complete Work as Per System. Asset code generation and pasting on assets.,,50
Please Complete Work as Per System.  Description go through flow chart ,,50
Please Complete Work as Per System. Pls assign Permission of Database SQL of KKM   Emp Code- ST081  Emp Name- Guddu Nishad,,50
"IN GSTR1- SUMMARY FOR B2B,Please show data Separatly  of B2B and B2C as shown in attachment.",,50
Please Complete Work as Per System. Electricity cut hone ki wajah se jitne bhi pc based system hai/ desktop switch off ho jate hai aur ye kisi bhi condition me band nhi hona chiaye aur is samasya ke liye hamne laxman ji se sampark kiya but hume koi solution nhi mila hai aur is wajah se code kharab ho jata hai/ likha hua code destroy ho jata ,,50
"IN GSTR1- SUMMARY FOR B2B,Please show data Separatly of B2B and B2C as shown in attachment.",,50
"IN GSTR2- SUMMARY FOR HSN, Please show data Separately of B2B and B2C .  ",,50
Please Complete Work as Per System.,,50
"Please Complete Work as Per System. Sales Invoice Against delivery  note (Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc. Tester - Prakash, alt - Guddu",,35
"Please Complete Work as Per System. Sale Invoice(Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc. Tester - Prakash, Alt - Guddu",,35
"Please Complete Work as Per System. Supplier bill (Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc. Tester - Guddu, Alt - Prakash",,35
"Please Complete Work as Per System. Material return to Supplier (Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc.  Tester - Guddu, Alt - Prakash",,35
"Please Complete Work as Per System. Sales Return - SR (Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc.  Tester - Prakash, Alt - guddu",,35
"Please Complete Work as Per System. Sale return invoice (Hold HSN code in table  and use in further in next event and report example - insert, update, approve, view, print etc. Tester - Prakash, Alt - Guddu",,35
"As we have high line items per order, we need toll to upload excel from back end insted of mannual entry.",,50
Need to Change GL Code in Supplier Master.    Supplier Name :- G S DIES  Old GL :- GL212  New GL :- GL085    FYR I've attached Screen Shot.,,35
Please do changes as per Attached Excel Sheet.,,35
"A rat is roaming in the office and has already chewed several server wires. If it damages more server wires, it could cause server issues and potential data loss. A request to the management to please take necessary measures to catch the rat. severity score - 90",90.0,35
Please Complete Work as Per System. Item SKU - 31044 is not getting update on changing the unit of item pcs to KGS update button is not working after change Unit severity score - 84,84.0,90
In Sales Register Report we need some more Columns as mentioned  in attached sheet in Purple Colour.,,50
"Please Complete Work as Per System.  Sunil ji has a small printer, and now the Store Issue print will also be done through that printer.",,50
"Please Complete Work as Per System. Add a new column named ""Status"" to the Tkt Admin dashboard with a dropdown containing the following options:  - Create  - Forward To Development  - Forward To Testing  - Hold  - Forward To Live  - Rejected  - COM  This column should allow data filtering based on the selected status. The filter should also be functional when exporting data to Excel.",,90
"Please Complete Work as Per System. Add a new column named ""Status"" to the Create Ticket dashboard with a dropdown containing the following options:  - Create  - Forward To Development  - Forward To Testing  - Hold  - Forward To Live  - Rejected  - COM  This column should allow data filtering based on the selected status. The filter should also be functional when exporting data to Excel.",,90
"Please Complete Work as Per System. Add a new column named ""Status"" to the Trail Report dashboard with a dropdown containing the following options:  - Create  - Forward To Development  - Forward To Testing  - Hold  - Forward To Live  - Rejected  - COM  This column should allow data filtering based on the selected status. The filter should also be functional when exporting data to Excel.",,90
"Please Complete Work as Per System.  Add a new column named ""Status"" to the Ticket Report dashboard with a dropdown containing the following options:  - Create  - Forward To Development  - Forward To Testing  - Hold  - Forward To Live  - Rejected  - COM  This column should allow data filtering based on the selected status. The filter should also be functional when exporting data to Excel.",,90
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve  ",,50
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve — and the party address should be saved in the table.    Tester- Guddu, Vipin  alt- Prakash, ",,35
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve — and the party address should be saved in the table.    Tester- Guddu, Vipin  alt tester- Prakash",,35
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve — and the party address should be saved in the table.    Tester- Guddu, Vipin  Alt tester- Prakash",,35
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve — and the party address should be saved in the table.    Tester- Guddu, Vipin  Alt Tester- Prakash",,35
"Please Complete Work as Per System.  In the form’s item details, the HSN code needs to be saved on edit, view, and approve   Tester- Guddu, Vipin  Alt Tester- Prakash",,50
"Please Complete Work as Per System.  In the Sales Enquiry (FMS1), when we search the data, the customer name should appear in each item row — not only in the top item row from the “Reference From Agent Name.” Tester - Vipin, Alt - Prakash, Guddu",,50
"Please Complete Work as Per System. PFA pls add one check box in control plan check box name - Any User functionality is When the **(Any User)** checkbox is checked, all employee names will appear in the ticket from the control plan.  When the checkbox is unchecked, only the employees selected in the control plan will be shown in the ticket module. Tester - Prakash, Alt - Guddu  ",,35
"Please Complete Work as Per System.  optimization Login And User Profile Process    Tester - Vipin, Guddu  Alt tester- Prakash",,50
"Please Complete Work as Per System.  PFA for item production WC code - REN/IM/1, Production item sku - 445 ok qty - 1119.351,   Consumption sku - 389, qty - 1007.416 batches - 26-311100231 - consm qty - 100.728, 26311100223 - consm qty - 657.911,  26-311100275 - consm qty - 248.777,   2. item sku - 87 total consume - 111.935,  Batches * rate - 1850, Material qty - 111.935 on save this msg coming. severity score - 94",94.0,50
Please Plan all Checklist Assets for the Month of November in the ERP. ,,50
We want ITC-04 Report in Accounts Reports. Format of goverment is given in attched excel Sheet.,,50
not able to create proper JWO/25-26/111 because it does not show gst impact,,50
"We want a production Report to track Proction. Through which RM which SFG was Created,  through which SFG item which FG Item was Created.",,50
